Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Height,Weight
Vítor Gonçalves,26,Portugal,70,CD Nacional,€2.1M,€7K,Right,RCM,5.8,152
Wei Shihao,23,China PR,70,Beijing Sinobo Guoan FC,€2.4M,€9K,Right,RM,5.93,141
J. Cuffaut,30,France,70,Valenciennes FC,€1.3M,€4K,Right,RB,5.97,165
Y. Touzghar,31,Tunisia,70,ESTAC Troyes,€1.6M,€6K,Right,ST,5.93,165
L. Evans,23,Wales,70,Wigan Athletic,€2.3M,€7K,Right,RDM,6.1,194
Luan Sendeiro,26,Brazil,70,Internacional,€1.5M,€13K,Right,CDM,5.97,172
Iriome,31,Spain,70,CD Lugo,€1.6M,€6K,Right,RM,6.1,174
J. Cortés,28,Mexico,70,Santos Laguna,€1.8M,€12K,Right,CM,5.7,170
E. Bologna,36,Argentina,70,River Plate,€240K,€6K,Right,GK,6.2,192
A. Batalla,22,Argentina,70,Club Atlético Tigre,€2M,€8K,Right,GK,6.1,192
M. Formica,30,Argentina,70,Newell's Old Boys,€1.7M,€11K,Right,CAM,5.93,154
J. Robinson,24,England,70,Nottingham Forest,€2M,€20K,Left,LB,5.97,148
Matheus Cunha,19,Brazil,70,RB Leipzig,€3.8M,€14K,Right,ST,6.0,165
M. George,24,Costa Rica,70,FC Midtjylland,€2.4M,€12K,Right,ST,6.2,176
Nino,38,Spain,70,Elche CF,€625K,€4K,Right,ST,5.7,150
X. Kouassi,28,Ivory Coast,70,FC Sion,€1.4M,€16K,Right,LCM,5.8,150
G. Kerk,22,Netherlands,70,FC Utrecht,€2.4M,€10K,Right,RS,5.9,150
J. Bacuna,20,Netherlands,70,Huddersfield Town,€2.5M,€18K,Right,CM,5.93,163
Y. Boli,24,Ivory Coast,70,Sint-Truidense VV,€2.3M,€7K,Right,ST,5.97,172
Lasure,24,Spain,70,Real Zaragoza,€2.1M,€5K,Left,LM,5.9,159
J. Van Rankin,25,Mexico,70,Guadalajara,€1.9M,€10K,Right,RB,5.93,154
S. Luperto,21,Italy,70,Napoli,€2.5M,€19K,Left,CB,6.3,165
Pita,33,Spain,70,CD Lugo,€725K,€5K,Right,CDM,6.2,179
Dani Jiménez,28,Spain,70,AD Alcorcón,€1.5M,€5K,Right,GK,5.93,159
J. Williams,24,Wales,70,Crystal Palace,€2.3M,€23K,Right,CAM,5.6,132
Philipe Sampaio,23,Brazil,70,CD Feirense,€2.1M,€6K,Right,CB,6.3,183
D. Sow,21,Switzerland,70,BSC Young Boys,€3.1M,€9K,Right,RCM,6.0,170
Sevinho Santos,30,Brazil,70,Cruzeiro,€1.7M,€17K,Right,ST,5.97,165
M. Pajač,25,Croatia,70,Cagliari,€2.2M,€16K,Left,LM,6.1,152
J. Domínguez,30,Mexico,70,Cruz Azul,€1.3M,€13K,Right,LCB,5.9,161
J. Wurtz,26,Germany,70,SV Darmstadt 98,€2.1M,€12K,Right,CAM,6.0,172
Derley,30,Brazil,70,CD Aves,€1.7M,€8K,Right,ST,6.0,168
C. Coosemans,25,Belgium,70,KAA Gent,€1.6M,€8K,Right,GK,6.1,185
Gabriel Xavier,24,Brazil,70,Nagoya Grampus,€2.3M,€5K,Right,LF,5.6,134
H. Moukoudi,20,France,70,Le Havre AC,€2.7M,€3K,Right,RCB,6.3,196
N. Dyer,30,England,70,Swansea City,€1.7M,€16K,Right,RM,5.6,137
H. Menosse,31,Uruguay,70,Belgrano de Córdoba,€1.2M,€8K,Right,RCB,6.1,170
César Arzo,32,Spain,70,Gimnàstic de Tarragona,€1M,€5K,Right,CB,6.0,176
M. Manotas,22,Colombia,70,Houston Dynamo,€2.5M,€5K,Right,ST,5.97,146
Waguininho,28,Brazil,70,Suwon Samsung Bluewings,€1.8M,€6K,Right,ST,5.93,152
A. Jędrzejczyk,30,Poland,70,Legia Warszawa,€1.3M,€6K,Right,RB,6.2,172
C. Diandy,27,Senegal,70,Sporting de Charleroi,€1.7M,€8K,Left,CDM,6.1,183
J. Toledo,32,Argentina,70,Atlético Tucumán,€1.4M,€8K,Left,ST,6.2,196
W. Zahibo,24,France,70,New England Revolution,€2M,€4K,Right,LDM,6.3,170
J. Dudziak,22,Germany,70,FC St. Pauli,€2M,€8K,Left,RB,5.9,154
P. Franco,27,Colombia,70,América de Cali,€1.7M,€22K,Right,LCB,6.0,161
R. Jenssen,30,Norway,70,SK Brann,€1.6M,€4K,Left,LCM,5.8,157
Dodô,19,Brazil,70,Vitória Guimarães,€2.9M,€2K,Right,RB,5.5,150
M. Donald,29,Netherlands,70,Yeni Malatyaspor,€1.7M,€9K,Right,RDM,6.0,165
A. Sissoko,28,Mali,70,Akhisar Belediyespor,€1.4M,€10K,Left,LDM,6.0,165
Renato Chaves,28,Brazil,70,Al Wehda,€1.4M,€13K,Right,LCB,6.1,172
M. Odubajo,24,England,70,Brentford,€1.9M,€18K,Right,RB,5.93,159
W. Vaulks,24,England,70,Rotherham United,€1.8M,€15K,Right,CDM,5.97,165
Y. Al Shehri,28,Saudi Arabia,70,Al Nassr,€1.8M,€21K,Left,CAM,5.5,139
D. Cerén,28,El Salvador,70,Houston Dynamo,€1.4M,€5K,Right,RDM,5.93,161
E. Arango,24,Colombia,70,Rionegro Águilas,€2.4M,€1K,Right,RM,5.7,139
C. Mandanne,33,France,70,La Berrichonne de Châteauroux,€1.1M,€5K,Right,LS,5.7,139
C. Traoré,23,France,70,En Avant de Guingamp,€2.2M,€10K,Right,RB,5.9,159
F. Acuña,30,Mexico,70,Puebla FC,€1.7M,€5K,Right,RM,5.6,134
D. Aleksić,27,Serbia,70,Yeni Malatyaspor,€2M,€9K,Left,CAM,6.0,165
L. Boyce,27,Northern Ireland,70,Burton Albion,€2.1M,€7K,Right,ST,6.0,165
J. Scowen,25,England,70,Queens Park Rangers,€2.1M,€6K,Right,CDM,5.93,163
J. Murillo,22,Venezuela,70,CD Tondela,€2.7M,€3K,Right,RM,5.7,146
J. San Román,29,Argentina,70,Atlético Tucumán,€1.3M,€7K,Right,RB,5.8,154
S. Štilić,30,Bosnia Herzegovina,70,Wisła Płock,€1.7M,€5K,Left,CAM,6.0,165
M. Yıldırım,27,Turkey,70,Kayserispor,€1.4M,€6K,Left,GK,6.3,179
Gus Ledes,25,Portugal,70,CF Reus Deportiu,€1.9M,€5K,Left,CDM,5.8,154
R. Alioui,26,Morocco,70,Nîmes Olympique,€2.2M,€12K,Right,ST,6.1,181
V. Huerta,24,Chile,70,CD Huachipato,€1.9M,€3K,Left,LCB,6.1,176
S. Kaya,27,Turkey,70,Sparta Praha,€1.8M,€1K,Right,RCB,6.0,181
S. Delev,28,Bulgaria,70,Pogoń Szczecin,€1.8M,€5K,Right,RM,5.7,150
K. Ehizibue,23,Netherlands,70,PEC Zwolle,€2M,€5K,Right,RB,6.2,181
D. Larsson,31,Sweden,70,Akhisar Belediyespor,€1.6M,€10K,Right,LM,5.9,174
B. Urribarri,31,Argentina,70,Patronato,€1.2M,€8K,Left,LB,5.9,143
D. Williams,25,Republic of Ireland,70,Blackburn Rovers,€1.8M,€20K,Left,LB,5.97,165
J. García,31,Argentina,70,Racing Club,€1.1M,€8K,Right,GK,6.0,170
L. Cattermole,30,England,70,Sunderland,€1.3M,€8K,Right,CDM,5.93,168
P. Álvarez,34,Argentina,70,Club Atlético Huracán,€500K,€9K,Right,LB,5.93,176
A. Putsila,31,Belarus,70,MKE Ankaragücü,€1.6M,€12K,Right,CAM,5.97,163
K. Kanatsızkuş,21,Turkey,70,MKE Ankaragücü,€2.6M,€8K,Left,ST,6.3,174
Momo,35,Spain,70,UD Las Palmas,€775K,€5K,Left,LM,5.93,150
E. Godoy,24,Argentina,70,Club Atlético Colón,€2.1M,€6K,Right,CB,6.0,174
C. Bovo,35,Italy,70,Lecce,€425K,€2K,Right,CB,5.97,174
J. Meredith,30,Australia,70,Millwall,€1.3M,€8K,Left,LB,5.93,161
B. Henning,23,Germany,70,FC Wacker Innsbruck,€2.4M,€6K,Right,RCM,5.8,159
O. Petrák,26,Czech Republic,70,1. FC Nürnberg,€1.8M,€12K,Right,CDM,6.1,174
B. Röcker,28,Germany,70,Brøndby IF,€1.4M,€14K,Left,LCB,6.6,203
R. Cardozo,28,Bolivia,70,,€0,€0,Left,LM,5.7,152
M. Duelund,21,Denmark,70,Dynamo Kyiv,€2.6M,€1K,Right,RW,5.97,154
M. Seuntjens,26,Netherlands,70,AZ Alkmaar,€2.1M,€9K,Right,ST,6.2,179
Nilson Padilho,30,Brazil,70,Chapecoense,€1.7M,€10K,Left,LAM,6.0,179
G. Gómez,34,Panama,70,Atlético Bucaramanga,€550K,€1K,Right,LDM,6.0,181
Dai Lin,30,China PR,70,Shandong Luneng TaiShan FC,€1.3M,€10K,Right,RCB,6.3,170
M. Budimir,32,Croatia,70,Dinamo Zagreb,€1.4M,€1K,Right,ST,6.4,218
Javi Lara,32,Spain,70,Córdoba CF,€1.3M,€6K,Right,RCM,5.93,161
Alef,23,Brazil,70,AEK Athens,€2.1M,€1K,Right,LDM,6.1,168
J. Palacios,28,Colombia,70,Millonarios FC,€1.4M,€3K,Right,RB,5.93,159
C. Henao,29,Colombia,70,Independiente Santa Fe,€1.4M,€3K,Left,LCB,6.2,187
C. Yambéré,27,Central African Rep.,70,Dijon FCO,€1.7M,€8K,Right,CB,6.3,185
O. Dramé,25,France,70,Os Belenenses,€2.1M,€5K,Right,LW,5.9,154
S. Michel,27,Germany,70,SC Paderborn 07,€1.9M,€8K,Left,ST,5.93,174
S. Özcan,20,Germany,70,1. FC Köln,€3.9M,€9K,Right,CM,5.97,163
M. Correia,29,Portugal,70, SSV Jahn Regensburg,€1.4M,€7K,Right,LCB,6.1,179
J. Harrison,21,England,70,Leeds United,€3.1M,€37K,Left,RM,5.9,154
F. Diabaté,22,Mali,70,Leicester City,€2.6M,€27K,Left,LM,5.9,132
E. Torres,25,Mexico,70,Club Tijuana,€2.3M,€12K,Right,ST,6.0,179
R. Improta,24,Italy,70,Benevento,€2.3M,€3K,Right,LW,5.93,161
N. Hauptmann,22,Germany,70,1. FC Köln,€2.9M,€10K,Left,CAM,5.9,146
A. Bouhaddouz,31,Morocco,70,Al Batin,€1.6M,€10K,Right,RS,6.2,194
S. Ubilla,27,Chile,70,Universidad de Chile,€1.9M,€8K,Right,ST,5.8,150
Francisco Ramos,23,Portugal,70,Vitória Guimarães,€2.6M,€5K,Right,CM,6.1,168
J. Roa,26,Colombia,70,Independiente Santa Fe,€2.1M,€3K,Right,CM,5.8,148
K. N'Doram,22,France,70,AS Monaco,€2.4M,€24K,Right,CDM,6.1,170
J. Torunarigha,20,Germany,70,Hertha BSC,€2.7M,€10K,Left,LCB,6.2,170
C. Deac,32,Romania,70,,€0,€0,Left,CM,5.93,163
Marc Gual,22,Spain,70,Real Zaragoza,€2.5M,€9K,Right,LS,6.0,161
B. Samudio,22,Paraguay,70,Çaykur Rizespor,€2.7M,€8K,Right,LM,5.97,174
S. Bassong,31,Cameroon,70,Peterborough United,€1.2M,€7K,Left,CB,6.2,161
S. Manolev,32,Bulgaria,70,,€0,€0,Right,RB,6.1,174
A. Letellier,27,France,70,ESTAC Troyes,€1.4M,€9K,Right,GK,6.4,205
I. Ezekiel,24,Nigeria,70,KV Kortrijk,€2.4M,€8K,Right,ST,5.93,154
C. Oliveira Souza,22,Brazil,70,MSV Duisburg,€2.7M,€5K,Right,RM,5.8,150
J. Palmieri,31,France,70,GFC Ajaccio,€1.2M,€4K,Left,LB,5.7,146
M. Larrondo,29,Chile,70,Defensa y Justicia,€1.8M,€14K,Right,ST,6.3,176
J. Colback,28,England,70,Nottingham Forest,€1.4M,€23K,Left,LDM,5.93,170
T. Kister,31,Germany,70,SV Sandhausen,€1.2M,€4K,Right,CB,6.4,205
N. Omladič,28,Slovenia,70,SpVgg Greuther Fürth,€1.8M,€7K,Left,RM,5.97,159
P. Cuadra,23,Argentina,70,Racing Club,€2.8M,€11K,Right,ST,5.5,137
I. Plastun,27,Ukraine,70,KAA Gent,€1.7M,€11K,Right,CB,6.4,176
W. Dutoit,29,France,70,KV Oostende,€1.2M,€7K,Right,GK,5.97,168
M. Matvienko,22,Ukraine,70,Shakhtar Donetsk,€2.5M,€1K,Left,LB,6.0,163
A. Chatzigiovanis,21,Greece,70,Panathinaikos FC,€2.6M,€1K,Right,RM,5.9,154
M. Ardemagni,31,Italy,70,Ascoli,€1.6M,€3K,Right,LS,6.1,183
A. Pearce,29,Republic of Ireland,70,Derby County,€1.4M,€22K,Right,CB,6.2,187
E. Imorou,29,Benin,70,Stade Malherbe Caen,€1.3M,€12K,Left,LB,5.97,172
M. Franke,25,Germany,70,SV Darmstadt 98,€1.9M,€14K,Right,RCB,6.4,198
F. Falco,26,Italy,70,Lecce,€2.1M,€3K,Left,CAM,5.7,154
L. Villalba,23,Argentina,70,Club Atlético Aldosivi,€2M,€9K,Left,LB,5.93,161
Tiago Lopes,29,Portugal,70,Kayserispor,€1.3M,€8K,Right,RB,5.97,146
Diogo Viana,28,Portugal,70,Os Belenenses,€1.4M,€4K,Right,RB,5.9,148
M. El Kabir,29,Morocco,70,MKE Ankaragücü,€1.8M,€14K,Right,ST,5.9,185
O. Nguette,23,Senegal,70,FC Metz,€2.4M,€5K,Right,LW,6.0,168
A. Engin,21,Germany,70,MSV Duisburg,€3.2M,€4K,Right,RM,5.97,154
J. Ortiz,34,Argentina,70,Club Atlético Tigre,€875K,€9K,Right,CM,5.97,163
S. Khelifi,24,Switzerland,70,FC Zürich,€2.4M,€8K,Right,RW,5.8,143
J. Reine-Adélaïde,20,France,70,Angers SCO,€3.2M,€11K,Right,RM,6.0,165
K. Kronholm,32,United States,70,Holstein Kiel,€1M,€6K,Right,GK,6.2,183
N. Ninković,23,Serbia,70,Ascoli,€2.6M,€3K,Left,CAM,6.0,172
M. Gakpa,24,France,70,FC Metz,€2.3M,€4K,Left,LCM,6.0,154
Eber Bessa,26,Brazil,70,Vitória de Setúbal,€2.1M,€4K,Right,CM,5.6,159
C. Valencia,33,Colombia,70,Independiente Santa Fe,€1.1M,€3K,Right,RS,5.8,154
B. Mokulu,28,DR Congo,70,Carpi,€1.8M,€3K,Right,RS,6.2,187
D. Johnson,25,Jamaica,70,Preston North End,€2.2M,€8K,Left,CM,5.9,148
D. Marney,34,England,70,Fleetwood Town,€875K,€6K,Right,CM,5.93,165
M. Kieftenbeld,28,Netherlands,70,Birmingham City,€1.6M,€15K,Right,LCM,5.93,172
P. Heise,27,Germany,70,SG Dynamo Dresden,€1.6M,€10K,Left,LM,6.0,172
A. Rudko,26,Ukraine,70,Dynamo Kyiv,€1.6M,€1K,Right,GK,6.3,183
L. Mchedlidze,28,Georgia,70,Empoli,€1.8M,€9K,Left,ST,6.4,192
H. Al Moqahwi,30,Saudi Arabia,70,Al Ahli,€1.7M,€20K,Right,CAM,5.8,143
S. Fletcher,31,Scotland,70,Sheffield Wednesday,€1.6M,€17K,Left,ST,6.1,168
K. Danso,19,Austria,70,FC Augsburg,€2.4M,€5K,Right,CB,6.3,196
C. Tiffert,36,Germany,70,FC Erzgebirge Aue,€240K,€3K,Right,CB,6.0,174
T. Asano,23,Japan,70,Hannover 96,€2.4M,€39K,Right,LM,5.8,157
G. Torres,29,Panama,70,CD Huachipato,€1.8M,€4K,Right,RS,5.97,165
S. Napoleoni,32,Italy,70,Medipol Başakşehir FK,€1.4M,€14K,Left,CAM,5.93,152
A. Konradsen,27,Norway,70,Rosenborg BK,€1.8M,€5K,Right,CM,6.0,168
K. Günter,23,Germany,70,Genoa,€2M,€8K,Right,CB,6.0,174
S. Medojević,27,Serbia,70,SV Darmstadt 98,€1.5M,€10K,Right,LDM,6.0,172
Anuar,23,Morocco,70,Real Valladolid CF,€2.1M,€9K,Right,CDM,5.8,139
Sastre,32,Spain,70,SD Huesca,€1.3M,€13K,Right,CM,5.9,157
G. Pinzi,37,Italy,70,Padova,€240K,€2K,Right,LCM,5.97,168
Jona,29,Honduras,70,CD Lugo,€1.8M,€7K,Right,ST,6.0,176
Daniel Amora,30,Brazil,70,Al Raed,€1.3M,€11K,Right,RDM,6.1,172
P. Toranzo,36,Argentina,70,Club Atlético Huracán,€600K,€7K,Right,CAM,5.93,161
Carlinhos,24,Brazil,70,Standard de Liège,€2.3M,€8K,Right,CAM,5.97,165
E. Hestad,23,Norway,70,Molde FK,€2.5M,€5K,Left,RW,6.0,165
Fernando,19,Brazil,70,Shakhtar Donetsk,€3.8M,€1K,Right,LM,5.9,159
S. Adamyan,25,Armenia,70, SSV Jahn Regensburg,€2.3M,€7K,Right,LS,6.0,170
Fede,21,Spain,70,Granada CF,€2.4M,€7K,Right,RDM,5.9,150
Nathan Otávio,28,Brazil,70,Kashiwa Reysol,€1.4M,€6K,Right,CB,6.1,194
M. Wittek,22,Germany,70,SpVgg Greuther Fürth,€2.2M,€5K,Left,LB,5.8,154
Rafa Navarro,24,Spain,70,FC Sochaux-Montbéliard,€2.1M,€10K,Right,RB,5.8,134
N. Taylor,29,Wales,70,Aston Villa,€1.3M,€11K,Left,LB,5.9,165
M. Schäffler,29,Germany,70,SV Wehen Wiesbaden,€1.8M,€6K,Right,ST,6.2,196
E. Ávila,24,Argentina,70,SD Huesca,€2.5M,€11K,Left,RM,5.8,179
A. Mazzotta,28,Italy,70,Palermo,€1.4M,€3K,Left,LB,6.0,161
P. Frankowski,23,Poland,70,Jagiellonia Białystok,€2.4M,€5K,Right,RM,5.9,150
P. Budkivskyi,26,Ukraine,70,FC Sochaux-Montbéliard,€2.2M,€5K,Right,ST,6.5,179
J. Flum,30,Germany,70,FC St. Pauli,€1.3M,€10K,Right,RDM,6.3,181
Y. Ngbakoto,26,DR Congo,70,En Avant de Guingamp,€2.1M,€13K,Right,LM,5.8,152
R. Bonevacia,26,Curacao,70,Western Sydney Wanderers,€1.9M,€6K,Right,LW,5.7,143
K. Shibasaki,33,Japan,70,Sanfrecce Hiroshima,€1.1M,€7K,Right,RM,5.9,143
D. Lainez,18,Mexico,70,Club América,€2.9M,€14K,Left,RM,5.6,128
M. Navarrete,26,Chile,70,Unión La Calera,€1.7M,€2K,Right,LCB,5.93,161
F. Valiani,37,Italy,70,Livorno,€575K,€2K,Right,RM,5.8,154
J. Maghoma,30,DR Congo,70,Birmingham City,€1.7M,€16K,Right,LM,5.93,161
Alex López,30,Spain,70,Brisbane Roar,€1.6M,€4K,Right,LDM,5.93,157
Hernán,27,Spain,70,Real Sporting de Gijón,€1.8M,€6K,Right,CM,5.97,159
A. Werner,22,Argentina,70,SD Huesca,€2M,€15K,Right,GK,6.4,187
B. Bjarnason,30,Iceland,70,Aston Villa,€1.6M,€11K,Right,LM,6.0,170
Pichu Atienza,28,Spain,70,CD Numancia,€1.7M,€6K,Right,RCB,6.3,187
F. Campos,24,Chile,70,Colo-Colo,€2.1M,€4K,Right,RB,5.93,174
Christian Rivera,20,Spain,70,SD Huesca,€2.4M,€4K,Right,CDM,6.3,192
Johannesson,24,Iceland,70,Real Oviedo,€2M,€5K,Right,RWB,5.9,154
C. Acevedo,22,Mexico,70,Santos Laguna,€2.1M,€7K,Right,GK,6.0,163
A. Budimir,26,Croatia,70,Crotone,€1.9M,€3K,Left,RS,6.3,165
J. Troisi,29,Australia,70,Melbourne Victory,€1.7M,€6K,Left,CAM,5.9,165
A. Tuia,28,Italy,70,Benevento,€1.7M,€3K,Right,CB,6.0,163
V. Pálsson,27,Iceland,70,FC Zürich,€1.7M,€8K,Right,RCM,6.1,185
M. Tahrat,28,Algeria,70,Racing Club de Lens,€1.4M,€6K,Right,LCB,6.4,190
E. Korkmaz,35,Turkey,70,BB Erzurumspor,€425K,€6K,Left,RCB,6.0,183
Jeong Jae Yong,27,Korea Republic,70,Ulsan Hyundai FC,€1.5M,€5K,Right,CDM,6.2,172
L. Mousset,22,France,70,Bournemouth,€2.4M,€29K,Right,ST,6.0,176
C. Michelin,21,France,70,AC Ajaccio,€2.7M,€10K,Right,RB,5.93,139
F. Ojo,26,Belgium,70,Scunthorpe United,€2.1M,€7K,Right,RCM,5.93,157
Jeong Woon,29,Korea Republic,70,Jeju United FC,€1.7M,€4K,Left,LM,5.97,161
M. Bodmer,35,France,70,Amiens SC,€750K,€8K,Right,CAM,6.3,198
K. Smith,27,England,70,Bristol City,€2M,€23K,Right,CM,5.9,154
A. Wisdom,25,England,70,Derby County,€2M,€20K,Right,RB,6.1,172
S. Doi,26,Japan,70,Kashima Antlers,€2.1M,€8K,Right,LS,5.8,139
Thiago Carleto,29,Brazil,70,Al Ittihad,€1.3M,€19K,Left,LB,5.93,179
D. Stracqualursi,30,Argentina,70,Club Atlético Aldosivi,€1.7M,€8K,Right,ST,6.3,190
C. Maxwell,27,Wales,70,Preston North End,€1.5M,€7K,Right,GK,6.1,163
Alberto Martín,29,Spain,70,Granada CF,€1.4M,€6K,Right,CDM,5.93,161
S. Birnbaum,27,United States,70,DC United,€1.5M,€5K,Right,LCB,6.1,179
J. Dilrosun,20,Netherlands,70,Hertha BSC,€3.9M,€11K,Left,LM,5.9,148
A. Kali,27,Morocco,70,NAC Breda,€1.7M,€5K,Left,CDM,5.8,148
D. Fox,32,Scotland,70,Nottingham Forest,€1M,€24K,Left,LCB,6.0,172
L. Castro,26,Colombia,70,Independiente Medellín,€2.1M,€3K,Right,ST,5.9,172
I. Nedelcearu,22,Romania,70,,€0,€0,Right,CB,6.3,174
A. Orión,37,Argentina,70,Colo-Colo,€120K,€2K,Right,GK,6.2,187
D. Milošević,23,Bosnia Herzegovina,70,Atiker Konyaspor,€2.4M,€9K,Right,CAM,6.0,161
J. Minala,21,Cameroon,70,Lazio,€2.4M,€17K,Right,CM,6.0,185
S. Çinaz,32,Germany,70,Kayserispor,€1M,€8K,Right,RDM,6.2,170
A. Turan,26,Turkey,70,Kayserispor,€1.8M,€8K,Left,LB,5.9,174
S. Dursun,26,Turkey,70,Antalyaspor,€1.8M,€9K,Right,CB,6.2,174
C. Leemans,22,Netherlands,70,PEC Zwolle,€2.3M,€6K,Left,LCM,6.2,174
Kwon Soon Hyung,32,Korea Republic,70,Jeju United FC,€1.3M,€4K,Right,RCM,5.9,157
Errasti,30,Spain,70,AD Alcorcón,€1.3M,€6K,Right,CDM,5.97,179
M. Camporese,26,Italy,70,Foggia,€1.7M,€2K,Right,CB,6.1,165
M. Al Buraik,25,Saudi Arabia,70,Al Hilal,€1.8M,€17K,Right,RB,5.8,128
J. de Wijs,23,Netherlands,70,Hull City,€2M,€12K,Left,CB,6.2,209
Murilo Freitas,22,Brazil,70,Rio Ave FC,€2.9M,€6K,Left,LW,5.9,146
W. Rémy,27,France,70,Legia Warszawa,€1.7M,€6K,Right,RCB,6.0,174
C. Valenzuela,26,Chile,70,CD Huachipato,€2.2M,€3K,Right,CAM,5.4,132
F. Pizzini,24,Argentina,70,Independiente,€2.3M,€10K,Right,LM,5.93,163
A. Ignjovski,27,Serbia,70,1. FC Magdeburg,€1.5M,€8K,Right,RB,5.9,157
M. El-Munir,26,Libya,70,Orlando City SC,€1.8M,€5K,Left,LM,5.93,168
R. Del Castillo,22,France,70,Stade Rennais FC,€2.5M,€14K,Left,RM,5.8,132
M. Diaby,18,France,70,Paris Saint-Germain,€3.7M,€19K,Left,RW,5.7,143
G. Garza,26,United States,70,Atlanta United,€1.7M,€5K,Left,LB,5.8,150
L. Jans,25,Luxembourg,70,FC Metz,€1.8M,€4K,Right,RB,5.93,168
Aguza,25,Spain,70,UD Almería,€2M,€5K,Right,CDM,5.9,150
R. Fernández,33,Argentina,70,CD O'Higgins,€1M,€4K,Right,LCM,5.8,157
N. Wells,28,Bermuda,70,Queens Park Rangers,€1.8M,€30K,Right,ST,5.7,152
D. Croce,35,Italy,70,US Cremonese,€750K,€2K,Right,LCM,5.8,154
E. Loeschbor,31,Argentina,70,Monarcas Morelia,€1.2M,€13K,Right,RCB,5.97,172
P. Schuurs,18,Netherlands,70,Ajax,€2.6M,€4K,Right,CB,6.4,174
B. Kololli,26,Kosovo,70,FC Zürich,€2.1M,€9K,Right,LW,6.0,181
K. Sigþórsson,28,Iceland,70,FC Nantes,€1.8M,€16K,Right,ST,6.2,192
M. Koné,26,Ivory Coast,70,Málaga CF,€2.2M,€17K,Right,ST,5.9,152
R. Fiamozzi,25,Italy,70,Lecce,€2M,€3K,Right,RB,5.93,168
L. Pico,26,Colombia,70,Junior FC,€1.8M,€2K,Right,RDM,5.93,170
E. Bello,22,Venezuela,70,CD Antofagasta,€2.5M,€3K,Right,RM,5.93,159
Salvador Agra,26,Portugal,70,Cádiz CF,€1.9M,€7K,Right,RM,5.5,134
P. McNair,23,Northern Ireland,70,Middlesbrough,€2.3M,€22K,Right,CDM,6.0,159
D. Rodríguez,23,Colombia,70,Deportivo Pasto,€2.8M,€1K,Right,ST,5.9,150
M. Stiepermann,27,Germany,70,Norwich City,€1.9M,€16K,Left,CAM,6.3,190
J. Fulton,24,Scotland,70,Swansea City,€2.1M,€12K,Right,RCM,6.0,172
L. Abram,22,Peru,70,Vélez Sarsfield,€2.4M,€7K,Left,LCB,5.97,168
Z. Gano,24,Belgium,70,KRC Genk,€2.4M,€9K,Left,ST,6.6,201
L. Mazzoni,34,Italy,70,Livorno,€725K,€2K,Right,GK,6.3,172
Y. M'Changama,27,Comoros,70,Grenoble Foot 38,€1.5M,€4K,Right,RDM,5.8,152
T. Mings,25,England,70,Bournemouth,€1.8M,€27K,Left,LB,6.5,170
K. Árnason,35,Iceland,70,,€0,€0,Right,RCB,6.3,181
U. Bozok,21,France,70,Nîmes Olympique,€2.8M,€9K,Right,RS,5.93,165
Borja Fernández,37,Spain,70,Real Valladolid CF,€240K,€7K,Right,CDM,6.2,181
H. Bazile,28,Haiti,70,Le Havre AC,€1.8M,€5K,Left,RM,6.0,172
G. Carey,29,Republic of Ireland,70,Plymouth Argyle,€1.7M,€8K,Left,RM,5.9,157
P. Souaré,28,Senegal,70,Crystal Palace,€1.4M,€25K,Left,LB,5.93,146
Verdasca,21,Portugal,70,Real Zaragoza,€2.5M,€4K,Right,CB,6.1,179
J. Vigón,26,Mexico,70,Club Atlas,€1.9M,€12K,Right,RCM,5.9,157
Edsinho Torres,34,Brazil,70,Sport Club do Recife,€500K,€9K,Right,LB,5.93,170
S. Kaneko,23,Japan,70,Shimizu S-Pulse,€2.5M,€3K,Right,RM,5.4,128
D. Batubinsika,22,France,70,Royal Antwerp FC,€2.1M,€6K,Right,CB,6.1,192
F. Giefer,28,Germany,70,FC Augsburg,€1.4M,€10K,Right,GK,6.5,205
H. Wahl,24,Germany,70,Holstein Kiel,€2M,€6K,Right,LCB,6.2,187
M. Albæk,28,Denmark,70,1. FC Kaiserslautern,€1.4M,€4K,Left,LDM,6.1,170
Juan Dominguez,28,Spain,70,CF Reus Deportiu,€1.8M,€6K,Right,RCM,5.97,157
C. Avevor,26,Germany,70,FC St. Pauli,€1.8M,€10K,Right,LCB,6.1,194
David Costas,23,Spain,70,RC Celta,€2M,€10K,Right,LCB,6.0,159
M. Faraoni,26,Italy,70,Crotone,€1.7M,€3K,Right,RM,5.97,157
L. Mendoza,28,Mexico,70,Deportivo Toluca,€1.8M,€14K,Right,RM,5.8,165
S. Romagnoli,28,Italy,70,Brescia,€1.4M,€8K,Right,RCB,6.4,187
A. Ngando,24,France,70,Göztepe SK,€2.4M,€12K,Left,CAM,5.93,157
B. Vidal,27,Chile,70,CD Palestino,€1.7M,€6K,Right,CB,5.93,170
C. Buonaiuto,25,Italy,70,Benevento,€2.1M,€3K,Right,LW,5.93,150
L. Jutkiewicz,29,England,70,Birmingham City,€1.8M,€18K,Left,LS,6.1,170
Li Xuepeng,29,China PR,70,Guangzhou Evergrande Taobao FC,€1.3M,€10K,Left,LB,6.1,165
